,price,bids,asks
556,65583.95,0.00025,0.0
557,65584.17,0.0002,0.0
558,65584.3,0.00026,0.0
559,65584.32,0.01827,0.0
560,65584.41,0.00047,0.0
561,65584.46,0.00011,0.0
562,65584.47,0.00013,0.0
563,65584.6,0.00013,0.0
564,65584.61,0.00074,0.0
565,65584.62,0.0076,0.0
566,65584.63,0.0001,0.0
567,65584.65,9e-05,0.0
568,65584.77,0.00017,0.0
569,65585.02,0.00046,0.0
570,65585.22,9e-05,0.0
571,65585.36,9e-05,0.0
572,65585.62,8e-05,0.0
573,65585.67,0.00011,0.0
574,65585.86,9e-05,0.0
575,65585.94,0.00014,0.0
576,65585.97,8e-05,0.0
577,65585.99,0.00011,0.0
578,65586.08,0.00038,0.0
579,65586.14,0.00012,0.0
580,65586.31,0.00012,0.0
581,65586.35,0.00047,0.0
582,65586.38,0.00152,0.0
583,65586.65,0.00011,0.0
584,65586.66,0.00413,0.0
585,65586.73,0.00015,0.0
586,65586.79,0.00087,0.0
587,65586.81,0.00011,0.0
588,65586.83,0.00031,0.0
589,65587.5,0.0002,0.0
590,65587.52,0.00112,0.0
591,65587.74,0.00042,0.0
592,65587.75,0.00018,0.0
593,65587.85,0.00073,0.0
594,65587.9,0.00027,0.0
595,65587.91,0.00078,0.0
596,65588.0,0.1982,0.0
597,65588.16,9e-05,0.0
598,65588.19,0.00032,0.0
599,65588.23,0.01078,0.0
600,65588.28,0.00035,0.0
601,65588.46,8e-05,0.0
602,65588.47,0.00012,0.0
603,65588.55,8e-05,0.0
604,65588.66,9e-05,0.0
605,65588.69,0.00012,0.0
606,65588.88,8e-05,0.0
607,65588.99,0.00016,0.0
608,65589.09,0.01336,0.0
609,65589.22,0.00083,0.0
610,65589.37,0.00015,0.0
611,65589.63,0.00145,0.0
612,65589.67,0.00114,0.0
613,65589.71,0.00042,0.0
614,65589.74,0.00012,0.0
615,65589.76,0.00045,0.0
616,65590.0,0.23092,0.0
617,65590.07,0.00076,0.0
618,65590.33,0.00013,0.0
619,65590.56,0.00026,0.0
620,65590.71,8e-05,0.0
621,65590.9,0.00473,0.0
622,65590.99,0.04546,0.0
623,65591.04,0.00014,0.0
624,65591.11,0.00011,0.0
625,65591.22,0.00214,0.0
626,65591.43,0.00021,0.0
627,65591.68,0.00018,0.0
628,65591.75,0.00016,0.0
629,65591.83,0.00014,0.0
630,65591.92,0.00016,0.0
631,65592.01,0.00012,0.0
632,65592.12,0.00017,0.0
633,65592.25,0.00015,0.0
634,65592.46,0.00343,0.0
635,65592.67,0.0004,0.0
636,65592.83,0.00161,0.0
637,65592.86,0.00012,0.0
638,65593.0,0.00092,0.0
639,65593.05,0.00013,0.0
640,65593.22,9e-05,0.0
641,65593.38,9e-05,0.0
642,65593.44,0.00076,0.0
643,65593.45,9e-05,0.0
644,65593.53,0.00012,0.0
645,65593.88,0.00338,0.0
646,65594.0,9e-05,0.0
647,65594.03,0.00019,0.0
648,65594.2,8e-05,0.0
649,65594.22,0.00057,0.0
650,65594.35,8e-05,0.0
651,65594.47,0.00281,0.0
652,65594.48,8e-05,0.0
653,65594.49,0.00011,0.0
654,65594.66,9e-05,0.0
655,65594.91,0.1,0.0
656,65595.0,0.00021,0.0
657,65595.27,0.0006,0.0
658,65595.35,0.00053,0.0
659,65595.51,0.00024,0.0
660,65595.67,8e-05,0.0
661,65595.74,0.00015,0.0
662,65595.79,9e-05,0.0
663,65595.8,0.05169,0.0
664,65595.9,0.00059,0.0
665,65595.95,0.0001,0.0
666,65596.05,9e-05,0.0
667,65596.55,0.0001,0.0
668,65596.59,0.00013,0.0
669,65596.74,0.00091,0.0
670,65596.83,0.00013,0.0
671,65596.89,0.00098,0.0
672,65596.95,0.00019,0.0
673,65597.07,0.00033,0.0
674,65597.12,8e-05,0.0
675,65597.22,0.00012,0.0
676,65597.25,0.4054,0.0
677,65597.37,0.00283,0.0
678,65597.66,0.0007,0.0
679,65598.19,9e-05,0.0
680,65598.28,0.00043,0.0
681,65598.6,9e-05,0.0
682,65598.66,0.0002,0.0
683,65598.7,0.00033,0.0
684,65598.77,0.00013,0.0
685,65598.81,0.00012,0.0
686,65598.91,0.00053,0.0
687,65599.02,8e-05,0.0
688,65599.11,0.00018,0.0
689,65599.13,0.00039,0.0
690,65599.24,0.00026,0.0
691,65599.28,0.00038,0.0
692,65599.55,0.00097,0.0
693,65599.56,0.0001,0.0
694,65599.71,0.00495,0.0
695,65599.92,0.01159,0.0
696,65600.0,0.88125,0.0
697,65600.01,0.00914,0.0
698,65600.06,0.00055,0.0
699,65600.1,0.00013,0.0
700,65600.12,0.01439,0.0
701,65600.14,0.00306,0.0
702,65600.46,0.0001,0.0
703,65600.54,0.00018,0.0
704,65600.58,0.0022,0.0
705,65600.59,8e-05,0.0
706,65600.68,0.00014,0.0
707,65600.73,0.00046,0.0
708,65600.86,0.00063,0.0
709,65600.91,0.00012,0.0
710,65601.0,4.0092,0.0
711,65601.05,0.0001,0.0
712,65601.22,0.01014,0.0
713,65601.28,0.00141,0.0
714,65601.3,0.00027,0.0
715,65601.59,0.54581,0.0
716,65601.72,0.00497,0.0
717,65601.92,0.0001,0.0
718,65602.11,8e-05,0.0
719,65602.2,0.00176,0.0
720,65602.36,0.00016,0.0
721,65602.48,0.0005,0.0
722,65602.49,0.35,0.0
723,65602.79,8e-05,0.0
724,65602.9,0.00012,0.0
725,65602.94,0.0001,0.0
726,65603.14,0.00303,0.0
727,65603.15,0.00012,0.0
728,65603.18,0.00012,0.0
729,65603.35,0.0009,0.0
730,65603.48,0.00024,0.0
731,65603.52,0.00036,0.0
732,65603.77,0.00012,0.0
733,65603.95,9e-05,0.0
734,65604.09,0.00025,0.0
735,65604.37,0.00017,0.0
736,65604.45,0.00022,0.0
737,65604.52,0.00011,0.0
738,65604.56,0.0001,0.0
739,65604.6,9e-05,0.0
740,65604.91,0.00052,0.0
741,65604.92,0.01186,0.0
742,65605.0,0.00062,0.0
743,65605.26,0.00058,0.0
744,65605.4,0.00016,0.0
745,65605.49,0.00016,0.0
746,65605.51,0.00012,0.0
747,65605.84,0.00015,0.0
748,65606.0,0.00013,0.0
749,65606.05,0.00017,0.0
750,65606.06,0.00115,0.0
751,65606.1,0.00146,0.0
752,65606.22,0.0003,0.0
753,65606.32,0.00076,0.0
754,65606.33,9e-05,0.0
755,65606.56,0.0025,0.0
756,65606.6,0.00327,0.0
757,65606.66,9e-05,0.0
758,65606.76,0.00012,0.0
759,65606.92,0.00011,0.0
760,65606.99,0.00059,0.0
761,65607.04,0.00095,0.0
762,65607.09,9e-05,0.0
763,65607.1,9e-05,0.0
764,65607.12,8e-05,0.0
765,65607.14,0.00431,0.0
766,65607.16,0.00069,0.0
767,65607.32,8e-05,0.0
768,65607.35,0.0001,0.0
769,65607.7,0.00022,0.0
770,65607.88,0.00012,0.0
771,65608.01,0.00013,0.0
772,65608.06,0.00228,0.0
773,65608.09,0.00012,0.0
774,65608.15,8e-05,0.0
775,65608.17,9e-05,0.0
776,65608.3,0.00014,0.0
777,65608.31,0.00018,0.0
778,65608.54,0.0005,0.0
779,65608.55,0.00023,0.0
780,65608.56,0.00023,0.0
781,65608.57,0.00023,0.0
782,65608.6,0.00012,0.0
783,65608.69,0.00034,0.0
784,65608.71,8e-05,0.0
785,65608.77,9e-05,0.0
786,65608.92,0.00031,0.0
787,65609.03,0.00017,0.0
788,65609.23,9e-05,0.0
789,65609.37,9e-05,0.0
790,65609.45,0.0003,0.0
791,65609.61,0.00017,0.0
792,65609.62,0.00142,0.0
793,65609.74,0.0001,0.0
794,65609.86,9e-05,0.0
795,65609.91,8e-05,0.0
796,65610.0,0.00654,0.0
797,65610.02,0.00092,0.0
798,65610.03,0.00117,0.0
799,65610.49,0.00024,0.0
800,65610.53,0.00014,0.0
801,65610.58,0.00017,0.0
802,65610.71,0.00164,0.0
803,65610.82,0.00294,0.0
804,65610.86,8e-05,0.0
805,65611.0,0.09523,0.0
806,65611.01,0.07333,0.0
807,65611.08,8e-05,0.0
808,65611.11,9e-05,0.0
809,65611.28,0.00215,0.0
810,65611.56,0.00019,0.0
811,65611.59,0.00011,0.0
812,65611.7,0.00049,0.0
813,65611.71,0.00011,0.0
814,65611.76,0.00031,0.0
815,65612.0,0.22602,0.0
816,65612.14,0.00024,0.0
817,65612.17,9e-05,0.0
818,65612.22,0.00064,0.0
819,65612.37,0.00062,0.0
820,65612.39,0.0005,0.0
821,65612.5,8e-05,0.0
822,65612.6,0.00012,0.0
823,65612.61,0.00066,0.0
824,65612.66,0.00589,0.0
825,65612.71,0.00042,0.0
826,65613.24,0.00012,0.0
827,65613.37,9e-05,0.0
828,65613.44,9e-05,0.0
829,65613.54,0.00234,0.0
830,65613.63,0.00126,0.0
831,65613.65,0.0006,0.0
832,65614.01,0.00013,0.0
833,65614.08,0.00016,0.0
834,65614.12,0.00012,0.0
835,65614.19,0.00104,0.0
836,65614.32,0.00044,0.0
837,65614.34,0.00013,0.0
838,65614.35,0.00023,0.0
839,65614.41,0.00044,0.0
840,65614.51,0.00022,0.0
841,65614.75,0.0015,0.0
842,65614.81,0.00022,0.0
843,65614.88,0.00019,0.0
844,65615.03,0.00233,0.0
845,65615.3,8e-05,0.0
846,65615.38,0.0006,0.0
847,65615.44,0.00112,0.0
848,65615.45,0.00011,0.0
849,65615.57,0.00221,0.0
850,65615.58,0.0012,0.0
851,65615.68,0.0003,0.0
852,65615.86,0.00152,0.0
853,65616.36,0.00017,0.0
854,65616.43,0.00018,0.0
855,65616.59,0.00018,0.0
856,65616.61,0.00053,0.0
857,65616.96,0.00031,0.0
858,65616.98,0.0001,0.0
859,65617.0,8e-05,0.0
860,65617.03,8e-05,0.0
861,65617.05,0.0001,0.0
862,65617.11,0.00013,0.0
863,65617.21,0.00066,0.0
864,65617.28,0.00234,0.0
865,65617.3,9e-05,0.0
866,65617.33,9e-05,0.0
867,65617.45,0.00038,0.0
868,65617.63,9e-05,0.0
869,65617.64,0.00042,0.0
870,65617.75,0.00011,0.0
871,65617.87,8e-05,0.0
872,65617.88,0.00021,0.0
873,65618.0,0.00305,0.0
